Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/listings?page=1&limit=20,21710,0,19,42.11141551352088,6.467900006100535,1171.673199860379,9734.0,121.0619287593532,0.0,19,28,38,47,91,150,250,370,810,1100,1200
GET,/listings?price_lte=100,3519,0,20,41.22716615492074,6.963199935853481,1143.9877001103014,9734.0,19.623073574581475,0.0,20,28,36,45,95,150,240,350,730,1100,1100
GET,/listings?price_lte=200,3481,0,20,43.7831458475369,6.981699960306287,1049.0036001428962,9734.0,19.411173376845163,0.0,20,28,37,46,94,160,260,430,870,1000,1000
GET,/listings?price_lte=50,3482,0,20,42.27264787419231,6.795499939471483,1144.0687000285834,9734.0,19.41674969783822,0.0,20,29,40,48,94,150,230,340,790,1100,1100
GET,/listings?price_lte=500,3592,0,20,43.64618407469035,6.855699932202697,1167.2664999496192,9734.0,20.030145007074925,0.0,20,29,40,49,95,160,250,380,850,1200,1200
GET,/listings?search=Capitol&page=1&limit=10,2341,0,22,45.42546570305034,7.954200031235814,1067.908599972725,4771.0,13.05416744475568,0.0,22,29,40,49,93,160,270,450,1000,1100,1100
GET,/listings?search=Historic&page=1&limit=10,2443,0,22,46.6610547286663,8.261899929493666,807.1906000841409,4910.0,13.622952186047897,0.0,22,31,42,53,100,160,280,420,780,810,810
GET,/listings?search=Vita&page=1&limit=10,2461,0,20,40.01315176840425,7.64789991080761,920.0047999620438,406.0,13.723325963922994,0.0,20,28,37,45,83,130,230,340,800,920,920
,Aggregated,43029,0,20,42.63411073234845,6.467900006100535,1171.673199860379,8656.595853958957,239.94351601041956,0.0,20,28,38,47,93,150,250,370,830,1100,1200
